qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
tr|A0A4U1FGE1|A0A4U1FGE1_MONMO	HOG:D0621420.1a	1.0	0.9992700598034007	0.9992326491836323	96	290
tr|A0A4U1FGG5|A0A4U1FGG5_MONMO	HOG:D0610977.2a	0.8041958041958042	0.8005028255751871	0.49548021935776787	287	233
tr|A0A4U1FGS5|A0A4U1FGS5_MONMO	HOG:D0701231.1a.6b.6a	1.0	0.7695125913010281	0.6793460700761991	562	1159
tr|A0A4U1FHS9|A0A4U1FHS9_MONMO	HOG:D0668209.1b.1a	0.9153713298791019	0.7499819194647979	0.6622181529802362	580	480
tr|A0A4U1FKH9|A0A4U1FKH9_MONMO	HOG:D0679486.10p.316r.324b.281a	1.0	0.9999701216854673	0.9999701216854673	126	207
tr|A0A4U1FMI1|A0A4U1FMI1_MONMO	HOG:D0671824.1b.10b	1.0	0.7849266462253006	0.32352852677414284	113	112
tr|A0A4U1FMJ3|A0A4U1FMJ3_MONMO	HOG:D0679766.10bg.193b.214b.192a.131c.97c.48a	1.0	0.8265319362893179	0.09254681314609894	298	374
tr|A0A4U1FNE3|A0A4U1FNE3_MONMO	HOG:D0607951	0.9930555555555556	0.9926621749592547	0.9926621749592547	145	140
tr|A0A4U1FNN7|A0A4U1FNN7_MONMO	HOG:D0902036.2d.5a.1f	1.0	0.9265205203155168	0.9101792311303394	833	913
tr|A0A4U1FPK0|A0A4U1FPK0_MONMO	HOG:D0615972	1.0	0.8842032446144743	0.033305859054631244	257	273
tr|A0A4U1FPS0|A0A4U1FPS0_MONMO	HOG:D0671507.5a.12b	1.0	0.9999863743894255	0.9999863743894255	456	457
tr|A0A4U1FQ33|A0A4U1FQ33_MONMO	HOG:D0630103	0.76875	0.763858354416196	0.763858354416196	321	297
tr|A0A4U1FQ88|A0A4U1FQ88_MONMO	HOG:D0644261.1a	1.0	0.5859160438904475	0.47335693909779947	84	662
tr|A0A4U1FQC0|A0A4U1FQC0_MONMO	HOG:D0642175.1b.2a	0.9608599779492834	0.9532842622610267	0.9410558876692177	3629	3585
tr|A0A4U1FT97|A0A4U1FT97_MONMO	HOG:D0668318.2b.4c	0.8714285714285714	0.7691538259506603	0.5713896505376673	71	70
tr|A0A4U1FVQ2|A0A4U1FVQ2_MONMO	HOG:D0645289.2b.1a	1.0	0.8526324369728558	0.23909384718581844	244	586
tr|A0A4U1FWB5|A0A4U1FWB5_MONMO	HOG:D0679585.5b.21f.68g	0.6134020618556701	0.1918070069530311	0.006943862620408161	195	118
tr|A0A4V5P6E3|A0A4V5P6E3_MONMO	HOG:D0637017	0.9708029197080292	0.968733894838991	0.968733894838991	138	335
tr|A0A4V5P6Y6|A0A4V5P6Y6_MONMO	HOG:D0641316.1c.9a	0.9979381443298969	0.9675664063844079	0.06227120898439065	971	1132
tr|A0A4V5P7G0|A0A4V5P7G0_MONMO	HOG:D0637112	1.0	0.8798197215419619	0.8798197215419619	340	283
tr|A0A4V5P8J1|A0A4V5P8J1_MONMO	HOG:D0629787	0.8653421633554084	0.8447257737044086	0.8447257737044086	454	397
tr|A0A4V5P931|A0A4V5P931_MONMO	HOG:D0642100	0.9950592885375494	0.9768565091490832	0.9768565091490832	1013	948
tr|A0A4V5P9K1|A0A4V5P9K1_MONMO	HOG:D0671150.4d	1.0	0.9995733617945307	0.9995733617945307	180	359
tr|A0A4V5PB26|A0A4V5PB26_MONMO	HOG:D0660679.1b.3a.1b	1.0	0.9994674533524991	0.9994674533524991	122	765
tr|A0A4V5PBH4|A0A4V5PBH4_MONMO	HOG:D0622837	0.8445154419595314	0.757506071267046	0.757506071267046	940	814
tr|A0A4V6WP54|A0A4V6WP54_MONMO	HOG:D0610755.3c	0.8589341692789969	0.2671060380203903	0.26024183326688594	320	468
tr|A0A4U1ECG8|A0A4U1ECG8_MONMO	HOG:D0864900.37c	0.9885714285714285	0.6478194660519692	0.4709432158640346	351	350
tr|A0A4U1ECI3|A0A4U1ECI3_MONMO	HOG:D0680125.9b.16b	0.7448275862068966	0.5478186196302008	0.5352182122002194	146	1035
tr|A0A4U1EDA3|A0A4U1EDA3_MONMO	HOG:D0623395	0.6486486486486487	0.4808058121095723	0.017855277175270974	112	97
tr|A0A4U1EDU1|A0A4U1EDU1_MONMO	HOG:D0610641	0.5196850393700787	0.5229951302457518	0.5229951302457518	636	379
tr|A0A4U1EE54|A0A4U1EE54_MONMO	HOG:D0900668.1c.14be.146d.127b.157b	1.0	0.9999664683740876	0.9999664683740876	328	327
tr|A0A4U1EEV4|A0A4U1EEV4_MONMO	HOG:D0668370.1a.1b.3a	0.7470588235294118	0.2711671550335649	0.08972577640026691	341	398
tr|A0A4U1EFP3|A0A4U1EFP3_MONMO	HOG:D0638507.1c	0.943127962085308	0.9413441036590267	0.9127070242453093	212	221
tr|A0A4U1EG25|A0A4U1EG25_MONMO	HOG:D0629652	0.9609375	0.8544853378012376	0.8544853378012376	641	558
tr|A0A4U1EG44|A0A4U1EG44_MONMO	HOG:D0618430	1.0	0.9736298191666789	0.9736298191666789	1097	1092
tr|A0A4U1EG69|A0A4U1EG69_MONMO	HOG:D0676493.2i	0.9834983498349835	0.9965135383337678	0.49999427128884977	304	393
tr|A0A4U1EGC0|A0A4U1EGC0_MONMO	HOG:D0618881	0.8435374149659864	0.8378979807388158	0.8378979807388158	148	122
tr|A0A4U1EGJ7|A0A4U1EGJ7_MONMO	HOG:D0668786.1a.2b	0.994140625	0.978264779320735	0.9701142604520605	1025	1007
tr|A0A4U1EGX6|A0A4U1EGX6_MONMO	HOG:D0673770.4b	1.0	0.9759930243919555	0.9125293014668938	607	1181
tr|A0A4U1EGX8|A0A4U1EGX8_MONMO	HOG:D0679416.9b	0.9382504288164666	0.8436735869833956	0.7790794886395113	584	754
tr|A0A4U1EK23|A0A4U1EK23_MONMO	HOG:D0611516	0.9234972677595629	0.6455665092002886	0.6455665092002886	184	221
tr|A0A4U1EKH0|A0A4U1EKH0_MONMO	HOG:D0905938.1a.3c.5c.25b.20d.11a	0.9782135076252724	0.21047894841285852	0.01378911772710543	460	509
tr|A0A4U1ELC1|A0A4U1ELC1_MONMO	HOG:D0679773.3b.5c.4b	1.0	0.9588196878569505	0.8687925671082791	1245	1253
tr|A0A4U1EN00|A0A4U1EN00_MONMO	HOG:D0900068.5l	0.974025974025974	0.3462643702293846	0.04070435515739363	78	184
tr|A0A4U1ENQ1|A0A4U1ENQ1_MONMO	HOG:D0680929.2b.3b.3b.2d	0.9481132075471698	0.769959865096887	0.2655402036362212	213	405
tr|A0A4U1EPC1|A0A4U1EPC1_MONMO	HOG:D0639497	1.0	0.9419052221129266	0.9419052221129266	1877	1816
tr|A0A4U1EPY0|A0A4U1EPY0_MONMO	HOG:D0679663.7e.15b.19i	0.9438943894389439	0.9046447397156137	0.8779503621892315	1516	1675
tr|A0A4U1EQD4|A0A4U1EQD4_MONMO	HOG:D0658851.1a.2e.6b	1.0	0.9652565158127886	0.7983858027401671	957	945
tr|A0A4U1EQL5|A0A4U1EQL5_MONMO	HOG:D0688853.3b	0.8002980625931445	0.15651521100070204	0.14513382748696102	672	606
tr|A0A4U1ER95|A0A4U1ER95_MONMO	HOG:D0621419	0.9638009049773756	0.7439589091755303	0.7439589091755303	222	467
tr|A0A4U1ESD6|A0A4U1ESD6_MONMO	HOG:D0632186.2b.5a	1.0	0.9994817776025919	0.9994286431422179	348	347
tr|A0A4U1ET23|A0A4U1ET23_MONMO	HOG:D0631747	0.9344827586206896	0.7818364674597941	0.7818364674597941	291	318
tr|A0A4U1ETJ9|A0A4U1ETJ9_MONMO	HOG:D0679997.8e.30a.28b.13a	0.9055555555555556	0.6024783254877197	0.16866681113458418	181	248
tr|A0A4U1ETX5|A0A4U1ETX5_MONMO	HOG:D0642469.1b.5c	0.976027397260274	0.8987353836415508	0.6625585015889657	585	604
tr|A0A4U1EUI2|A0A4U1EUI2_MONMO	HOG:D0607594.1a	0.7971014492753623	0.6562284985746744	0.2666623210157903	70	187
tr|A0A4U1EUW9|A0A4U1EUW9_MONMO	HOG:D0680400.7a.4b.1a.1b	0.8554216867469879	0.8519920801909275	0.8121705473166992	250	263
tr|A0A4U1EVX8|A0A4U1EVX8_MONMO	HOG:D0688836.6c.10d.22b	0.995768688293371	0.9674215849416961	0.9216767467959676	710	711
tr|A0A4U1EW56|A0A4U1EW56_MONMO	HOG:D0679486.10n.310h.278c.254a	0.9766355140186916	0.9706216152709362	0.3749638766643746	215	217
tr|A0A4U1EWB0|A0A4U1EWB0_MONMO	HOG:D0629060	1.0	0.9795508013600712	0.9795508013600712	534	1191
tr|A0A4U1EWD6|A0A4U1EWD6_MONMO	HOG:D0609456	0.9807692307692307	0.9797720780105108	0.9797720780105108	105	198
tr|A0A4U1EWG7|A0A4U1EWG7_MONMO	HOG:D0646680	0.9982394366197183	0.9512277338062713	0.017922585285201104	1137	1153
tr|A0A4U1EXX7|A0A4U1EXX7_MONMO	HOG:D0667906.2b.1b	0.9939393939393939	0.9780589494505102	0.9720476423534951	826	820
tr|A0A4U1EYM6|A0A4U1EYM6_MONMO	HOG:D0647010.2a	0.3194444444444444	0.2948198180391714	0.2845481638553732	145	243
tr|A0A4U1EZ01|A0A4U1EZ01_MONMO	HOG:D0639269	0.9300518134715026	0.7445638545608928	0.01002159691138581	387	437
tr|A0A4U1F006|A0A4U1F006_MONMO	HOG:D0632222	0.4724264705882353	0.46709405783120644	0.46709405783120644	545	250
tr|A0A4U1F0J1|A0A4U1F0J1_MONMO	HOG:D0613562.2a	0.9205020920502092	0.6490231755168746	0.01201501460720496	240	255
tr|A0A4U1F248|A0A4U1F248_MONMO	HOG:D0623471.2c	0.01	0.8349070993743826	0.806118690755232	601	530
tr|A0A4U1F2F6|A0A4U1F2F6_MONMO	HOG:D0601734.1a	0.8039867109634552	0.71007820827853	0.5118654993416614	302	403
tr|A0A4U1F332|A0A4U1F332_MONMO	HOG:D0644285.1a.1c.7b.4b.1b	0.8617021276595744	0.734397942623456	0.05767578557153773	377	455
tr|A0A4U1F3X1|A0A4U1F3X1_MONMO	HOG:D0680926.10a.8a.4b	0.8482587064676617	0.24652677613066404	0.013239143436552902	403	437
tr|A0A4U1F3X8|A0A4U1F3X8_MONMO	HOG:D0629106.1b	0.9977924944812362	0.9568442585811407	0.9501418998636612	454	571
tr|A0A4U1F6K0|A0A4U1F6K0_MONMO	HOG:D0900267.2c.27i.86a.55a	0.9880952380952381	0.9695421809351847	0.864800873643038	505	527
tr|A0A4U1F6T9|A0A4U1F6T9_MONMO	HOG:D0666852.1a.1b.2b.2b.2a	1.0	0.91581697495659	0.7937833512314957	425	481
tr|A0A4U1F8T0|A0A4U1F8T0_MONMO	HOG:D0680237.6a.8b.6a	1.0	0.9745235409005522	0.7272252175005377	144	373
tr|A0A4U1F8W2|A0A4U1F8W2_MONMO	HOG:D0655462.1c	0.987151248164464	0.9505975520690345	0.9449112485047749	2725	2620
tr|A0A4U1F8Y1|A0A4U1F8Y1_MONMO	HOG:D0629989	1.0	0.9311053250628261	0.9311053250628261	181	235
tr|A0A4U1F9C5|A0A4U1F9C5_MONMO	HOG:D0628873.5b	0.983402489626556	0.9233870116385875	0.8703400338110956	242	252
tr|A0A4U1FAU8|A0A4U1FAU8_MONMO	HOG:D0642296.1b.1d	0.9512195121951219	0.8352988922560687	0.7486832379301397	657	1078
tr|A0A4U1FAW4|A0A4U1FAW4_MONMO	HOG:D0687097.4b	1.0	0.8856050821196784	0.8183813187889944	1707	1708
tr|A0A4U1FCD2|A0A4U1FCD2_MONMO	HOG:D0630483.1a	0.9204737732656514	0.916170376849599	0.8974720214955415	592	573
tr|A0A4U1FCZ2|A0A4U1FCZ2_MONMO	HOG:D0615692	0.948019801980198	0.8591275392841166	0.8591275392841166	405	392
tr|A0A4U1FD15|A0A4U1FD15_MONMO	HOG:D0623496.1b	0.65	0.5995054336395452	0.02777590443765386	181	303
tr|A0A4U1FDU9|A0A4U1FDU9_MONMO	HOG:D0671136.6c.47b	1.0	0.9999005043446111	0.9999005043446111	263	315
tr|A0A4U1FE69|A0A4U1FE69_MONMO	HOG:D0764863	0.9649122807017544	0.16390800409964407	0.0075703643697006065	172	469
tr|A0A4U1FFT8|A0A4U1FFT8_MONMO	HOG:D0671760.2b.1b.2b.4a.2a	1.0	0.9599531353603544	0.8649670882294798	312	314
tr|A0A4U1FG22|A0A4U1FG22_MONMO	HOG:D0663690.1b.3b.7a.4b	0.9979716024340771	0.8930408699751563	0.14049115192634398	987	699
tr|A0A4U1FG52|A0A4U1FG52_MONMO	HOG:D0674725.2a.1a.3a	1.0	0.6406645787461929	0.3157581643573524	187	125
tr|A0A4U1FGL6|A0A4U1FGL6_MONMO	HOG:D0616319	1.0	0.47363919514942343	0.47363919514942343	63	85
tr|A0A4U1FHR5|A0A4U1FHR5_MONMO	HOG:D0615701	0.9628865979381444	0.7860209028909367	0.7860209028909367	971	1666
tr|A0A4U1FIG6|A0A4U1FIG6_MONMO	HOG:D0681902	0.98989898989899	0.9833475743775465	0.9833475743775465	694	715
tr|A0A4U1FJH6|A0A4U1FJH6_MONMO	HOG:D0653847.3f	0.9801980198019802	0.9451598210890813	0.9336250848658443	1112	1111
tr|A0A4U1FK75|A0A4U1FK75_MONMO	HOG:D0671767.3g.9k.19a	0.9916897506925207	0.9901502046364054	0.7999629722027962	362	965
tr|A0A4U1FKG6|A0A4U1FKG6_MONMO	HOG:D0764863	0.8218623481781376	0.05013412887254057	0.004437617966801393	248	469
tr|A0A4U1FKP1|A0A4U1FKP1_MONMO	HOG:D0639917.1a	1.0	0.9995201852785207	0.9995201852785207	113	112
tr|A0A4U1FKX6|A0A4U1FKX6_MONMO	HOG:D0671299.4j.32a.35a.18b.23a	0.9425675675675675	0.9138322722729576	0.773877922849645	593	615
tr|A0A4U1FKZ1|A0A4U1FKZ1_MONMO	HOG:D0664566.2b	0.7584158415841584	0.6985877492663011	0.6973131263111354	506	418
tr|A0A4U1FL90|A0A4U1FL90_MONMO	HOG:D0639192.1a.1c	0.7746478873239436	0.7575656102504585	0.1999983092923701	72	83
tr|A0A4U1FLJ2|A0A4U1FLJ2_MONMO	HOG:D0616222.2a	1.0	0.793908289105963	0.6850809874024488	600	557
tr|A0A4U1FM49|A0A4U1FM49_MONMO	HOG:D0683462.2e.2a.3a	1.0	0.9840598724570438	0.98042301708892	1125	1137
tr|A0A4U1FMW3|A0A4U1FMW3_MONMO	HOG:D0614343	0.9710144927536232	0.894549220870177	0.894549220870177	139	136
tr|A0A4U1FNF0|A0A4U1FNF0_MONMO	HOG:D0637077	1.0	0.9998747728775946	0.9998747728775946	172	181
tr|A0A4U1FNM8|A0A4U1FNM8_MONMO	HOG:D0611456.1b.2a	0.9986684420772304	0.8524026512600145	0.47332352115240767	752	727
tr|A0A4U1FP21|A0A4U1FP21_MONMO	HOG:D0672487.4s.39r.53d.31a	0.9970588235294118	0.9759946069721757	0.766555180127918	341	515
tr|A0A4U1FRW0|A0A4U1FRW0_MONMO	HOG:D0620199	0.9975609756097561	0.44609431030268115	0.44609431030268115	411	1031
tr|A0A4U1FS01|A0A4U1FS01_MONMO	HOG:D0645971	1.0	0.8767838908429847	0.8767838908429847	266	962
tr|A0A4U1FTA8|A0A4U1FTA8_MONMO	HOG:D0679618.4c	0.9701492537313433	0.7095012116058089	0.01274068642103476	269	249
tr|A0A4U1FV96|A0A4U1FV96_MONMO	HOG:D0629727	1.0	0.842763775278054	0.842763775278054	281	280
tr|A0A4U1FVS6|A0A4U1FVS6_MONMO	HOG:D0671233.6b.19b.8b	0.9715639810426541	0.9381896120129682	0.9077092365918645	212	612
tr|A0A4U1FW73|A0A4U1FW73_MONMO	HOG:D0680284.6c.11b.13a	0.965034965034965	0.9600935903000749	0.8871952230892863	287	688
tr|A0A4U1FZL1|A0A4U1FZL1_MONMO	HOG:D0602034.1a	0.9476861167002012	0.8313305752029131	0.42055082347059486	498	596
tr|A0A4V5P5W8|A0A4V5P5W8_MONMO	HOG:D0651051.5c	0.7576832151300237	0.6707035577750387	0.5306660412479549	847	1204
tr|A0A4V5P6C6|A0A4V5P6C6_MONMO	HOG:D0622985	1.0	0.904366077422319	0.904366077422319	581	585
tr|A0A4V5P7A7|A0A4V5P7A7_MONMO	HOG:D0642933	0.5674740484429066	0.24968810453421286	0.24968810453421286	290	378
tr|A0A4V5P7J1|A0A4V5P7J1_MONMO	HOG:D0667763.2b.3b.11a.4a	0.9602649006622517	0.9585897857847006	0.660328975815116	454	617
tr|A0A4V5P7J9|A0A4V5P7J9_MONMO	HOG:D0900437.1a.2a	0.9104761904761904	0.8851928050441721	0.016166337439546475	526	471
tr|A0A4V5P7M3|A0A4V5P7M3_MONMO	HOG:D0624814.2b	1.0	0.6330739660595838	0.17044691740153964	205	183
tr|A0A4V5P8F9|A0A4V5P8F9_MONMO	HOG:D0900031	0.5625	0.17800229462705267	0.028842968794067884	129	148
tr|A0A4V5P9P1|A0A4V5P9P1_MONMO	HOG:D0610956	0.7463126843657817	0.7978459385943492	0.7978459385943492	340	302
tr|A0A4V5P9S9|A0A4V5P9S9_MONMO	HOG:D0680553.3b.8a	1.0	0.9751475197305437	0.9751475197305437	678	709
tr|A0A4V5PAD2|A0A4V5PAD2_MONMO	HOG:D0618452	0.958904109589041	0.9572355684650191	0.9572355684650191	147	153
tr|A0A4V5PAG6|A0A4V5PAG6_MONMO	HOG:D0622710	0.827299703264095	0.4936093676816074	0.4936093676816074	1686	844
tr|A0A4V5PAP4|A0A4V5PAP4_MONMO	HOG:D0690878.1b.3b	0.959349593495935	0.7416059346213051	0.5633748954070616	124	635
tr|A0A4V5PAQ0|A0A4V5PAQ0_MONMO	HOG:D0667498.1b.5b	1.0	0.9988844182535477	0.9988844182535477	170	2550
tr|A0A4V5PAY1|A0A4V5PAY1_MONMO	HOG:D0684759.24b.7b	1.0	0.9649291201029668	0.7221703233244379	152	173
tr|A0A4V5PB51|A0A4V5PB51_MONMO	HOG:D0612634	0.7638376383763837	0.34574048020921266	0.011360275331031688	272	156
tr|A0A4V6WNW4|A0A4V6WNW4_MONMO	HOG:D0621150.2d.4a.3a	0.9976076555023924	0.9558945115266295	0.9472775110520155	837	1029
tr|A0A4U1EBR1|A0A4U1EBR1_MONMO	HOG:D0667498.1a.2b.3a	0.994994994994995	0.9766242077480702	0.711841734109805	1000	2049
tr|A0A4U1ECA7|A0A4U1ECA7_MONMO	HOG:D0671165.1a.1b.1a.2a	1.0	0.7101605368733045	0.005836376627610884	598	741
tr|A0A4U1ECS9|A0A4U1ECS9_MONMO	HOG:D0610866.1a	1.0	0.9525310339371332	0.5714076751977799	259	258
tr|A0A4U1ED67|A0A4U1ED67_MONMO	HOG:D0611646.1a	0.7348066298342542	0.31233654817508294	0.008193887319744677	182	359
tr|A0A4U1EG13|A0A4U1EG13_MONMO	HOG:D0629151	1.0	0.9231657219754172	0.9231657219754172	455	443
tr|A0A4U1EGK9|A0A4U1EGK9_MONMO	HOG:D0671701.1a.3a.1b	0.9822695035460993	0.9365575172955414	0.8824167267578713	1693	1624
tr|A0A4U1EGQ2|A0A4U1EGQ2_MONMO	HOG:D0680991.10a.10b	1.0	0.9999755366925115	0.9999755366925115	178	443
tr|A0A4U1EGW2|A0A4U1EGW2_MONMO	HOG:D0675586.1b.2a.1a.2c.6a.3a	0.7558528428093646	0.9896646995707213	0.3332070861181185	300	567
tr|A0A4U1EIG7|A0A4U1EIG7_MONMO	HOG:D0632406.1b.2b.5a	1.0	0.9632935100986587	0.7777645625603303	462	774
tr|A0A4U1EJY0|A0A4U1EJY0_MONMO	HOG:D0679487.9d	1.0	0.9758960535802881	0.9345827897484593	300	1025
tr|A0A4U1EKN8|A0A4U1EKN8_MONMO	HOG:D0679957.7d.23a.21a.16a	1.0	0.9097562529706185	0.8711063522347716	209	564
tr|A0A4U1ELU4|A0A4U1ELU4_MONMO	HOG:D0671164.6k.14f.15b.5d.8b.2c.1b.5a	0.5612903225806452	0.8291474627386802	0.17238629123583393	156	657
tr|A0A4U1ENL3|A0A4U1ENL3_MONMO	HOG:D0671439.3f.3a.1g	0.9416553595658074	0.9019534898176707	0.44071470049565054	738	850
tr|A0A4U1EP56|A0A4U1EP56_MONMO	HOG:D0623577	1.0	0.9916018162388555	0.9916018162388555	880	891
tr|A0A4U1EPB3|A0A4U1EPB3_MONMO	HOG:D0667546.1c.2a.1a	0.7584905660377359	0.7148016317286773	0.47102906348928014	266	236
tr|A0A4U1EQ74|A0A4U1EQ74_MONMO	HOG:D0679404.4d.6l.20b.20e.36k.14aa	1.0	0.7409063119539846	0.07407127550258552	103	239
tr|A0A4U1EQ86|A0A4U1EQ86_MONMO	HOG:D0863664	0.9759036144578314	0.06731242010650651	0.006987991843757217	167	440
tr|A0A4U1EQX2|A0A4U1EQX2_MONMO	HOG:D0616631	1.0	0.9202965013355225	0.9202965013355225	982	982
tr|A0A4U1ERC7|A0A4U1ERC7_MONMO	HOG:D0622546	1.0	0.9891394940708736	0.9891394940708736	650	669
tr|A0A4U1ERI1|A0A4U1ERI1_MONMO	HOG:D0863297	1.0	0.06490946153259007	0.004483197455974573	978	382
tr|A0A4U1ERN9|A0A4U1ERN9_MONMO	HOG:D0638465.2j	1.0	0.9995588974938758	0.9995588974938758	503	500
tr|A0A4U1ES11|A0A4U1ES11_MONMO	HOG:D0679329.10jpb.3541b	1.0	0.9887585017844638	0.4999994913239479	891	885
tr|A0A4U1ES13|A0A4U1ES13_MONMO	HOG:D0680381.6i.26j.58b.28a.16c	1.0	0.9999855200265407	0.9999855200265407	199	198
tr|A0A4U1ESJ9|A0A4U1ESJ9_MONMO	HOG:D0650949.2c.4b.5a.1b	0.8713080168776371	0.8546569483741219	0.6354101641971925	475	411
tr|A0A4U1ESR0|A0A4U1ESR0_MONMO	HOG:D0671116.6ns.304d.135a.105b.30e.23a	0.9691714836223507	0.4226041395151132	0.11215313077298972	520	505
tr|A0A4U1ET02|A0A4U1ET02_MONMO	HOG:D0630492	0.8677884615384616	0.8658866543057461	0.8658866543057461	417	604
tr|A0A4U1ETY8|A0A4U1ETY8_MONMO	HOG:D0622478	0.9779411764705882	0.9591530702598817	0.9591530702598817	817	758
tr|A0A4U1EX76|A0A4U1EX76_MONMO	HOG:D0863297	1.0	0.11804933630175315	0.013244569534071092	365	382
tr|A0A4U1EY27|A0A4U1EY27_MONMO	HOG:D0628880	1.0	0.9995705340175055	0.9995705340175055	373	372
tr|A0A4U1EY36|A0A4U1EY36_MONMO	HOG:D0613765.1a	0.9728260869565217	0.7763964189592908	0.06976317613374837	185	185
tr|A0A4U1EYC5|A0A4U1EYC5_MONMO	HOG:D0641348	0.9207161125319693	0.8676807524340128	0.8676807524340128	392	604
tr|A0A4U1EYH1|A0A4U1EYH1_MONMO	HOG:D0616206	0.9174757281553398	0.7486551600356911	0.7486551600356911	413	437
tr|A0A4U1EYT3|A0A4U1EYT3_MONMO	HOG:D0679850.10ab.64c.105d.76b	0.7941712204007286	0.4641008241567892	0.0642353118404114	550	441
tr|A0A4U1EZ76|A0A4U1EZ76_MONMO	HOG:D0680090.4a.3b	0.9953488372093023	0.8956821331029899	0.609142416169899	1936	1738
tr|A0A4U1EZP6|A0A4U1EZP6_MONMO	HOG:D0600239.2a	0.5269709543568465	0.44721477862807296	0.19846061797610381	1929	1021
tr|A0A4U1F1P6|A0A4U1F1P6_MONMO	HOG:D0635957.1b.5a	0.8731343283582089	0.8678964243171361	0.2272699472388365	135	398
tr|A0A4U1F1T9|A0A4U1F1T9_MONMO	HOG:D0659029.3d.3b.1d.6a	1.0	0.894779365357259	0.2413698125497412	218	1013
tr|A0A4U1F2D0|A0A4U1F2D0_MONMO	HOG:D0680754.3a.2a.2b	1.0	0.9746593716867893	0.969037670990731	766	1537
tr|A0A4U1F2P4|A0A4U1F2P4_MONMO	HOG:D0680768.4b.10a.32a.30a	0.7839506172839507	0.3277582508230696	0.03163361068336534	325	320
tr|A0A4U1F2Z7|A0A4U1F2Z7_MONMO	HOG:D0660734.3a	1.0	0.987569260207734	0.9776496255995635	374	358
tr|A0A4U1F3D4|A0A4U1F3D4_MONMO	HOG:D0900311.5a.10b.17b	0.8944099378881988	0.8750488977275738	0.4505795979247055	323	280
tr|A0A4U1F490|A0A4U1F490_MONMO	HOG:D0662134.1a.1b.4a	0.8809523809523809	0.852867592220955	0.5029446321226216	547	530
tr|A0A4U1F4E0|A0A4U1F4E0_MONMO	HOG:D0619407	1.0	0.9727636093917482	0.9727636093917482	237	227
tr|A0A4U1F4I4|A0A4U1F4I4_MONMO	HOG:D0685774.4a.1c	1.0	0.7655472331475949	0.7190846364265742	388	307
tr|A0A4U1F4V4|A0A4U1F4V4_MONMO	HOG:D0611099.1b	0.26785714285714285	0.1778784534222793	0.03595948690483031	169	160
tr|A0A4U1F687|A0A4U1F687_MONMO	HOG:D0668978.1b	0.5374414976599063	0.5128620595345248	0.5125221953108222	1283	720
tr|A0A4U1F6R1|A0A4U1F6R1_MONMO	HOG:D0620184.1b	1.0	0.9569324807948442	0.9529924329940379	322	677
tr|A0A4U1F739|A0A4U1F739_MONMO	HOG:D0672859.1a.1a.1b.1b.1a	0.45098039215686275	0.3106164962718806	0.019230169428277114	154	116
tr|A0A4U1F7I6|A0A4U1F7I6_MONMO	HOG:D0685326.1b.3a.2a	0.92	0.7803161202649099	0.5343270947239852	376	356
tr|A0A4U1F7P1|A0A4U1F7P1_MONMO	HOG:D0900168.1a.8a.21a.26a	0.9419889502762431	0.296429174573952	0.21558876712909522	363	414
tr|A0A4U1F7P9|A0A4U1F7P9_MONMO	HOG:D0651170.2b.1c	1.0	0.9996651093750317	0.9996651093750317	214	213
tr|A0A4U1F8T3|A0A4U1F8T3_MONMO	HOG:D0628826.2b	1.0	0.974195022256549	0.9666780148561803	823	828
tr|A0A4U1F8Y7|A0A4U1F8Y7_MONMO	HOG:D0658858.2b.1b.1b.6a.4b	0.9736842105263158	0.8157184270847524	0.41817259845432203	457	471
tr|A0A4U1F9F6|A0A4U1F9F6_MONMO	HOG:D0659031.2e.6c.8f	1.0	0.9886662009908997	0.9705932415664675	645	567
tr|A0A4U1F9J3|A0A4U1F9J3_MONMO	HOG:D0680681.3c	1.0	0.9138055380416967	0.9135028087121487	71	1017
tr|A0A4U1F9Z0|A0A4U1F9Z0_MONMO	HOG:D0667486.1b.1b	1.0	0.9449087386613036	0.9039028536760857	536	507
tr|A0A4U1FAC5|A0A4U1FAC5_MONMO	HOG:D0680828.7a.3a	0.7764705882352941	0.7683739365231035	0.6344921060143031	171	271
tr|A0A4U1FB57|A0A4U1FB57_MONMO	HOG:D0680933.9e	1.0	0.9671605708270603	0.9671132643100308	307	334
tr|A0A4U1FCC3|A0A4U1FCC3_MONMO	HOG:D0645274.2a	0.7724665391969407	0.7232426329702963	0.7185443452457243	524	509
tr|A0A4U1FCR2|A0A4U1FCR2_MONMO	HOG:D0629635	0.0023219814241486067	0.15705357194297265	0.005874595131538254	2585	270
tr|A0A4U1FCV5|A0A4U1FCV5_MONMO	HOG:D0671678.2c.1a.2c	0.9626998223801065	0.949381346665457	0.8964021699038728	564	1274
tr|A0A4U1FDT6|A0A4U1FDT6_MONMO	HOG:D0661355.1b	1.0	0.9999843932514563	0.9999843932514563	77	235
tr|A0A4U1FE61|A0A4U1FE61_MONMO	HOG:D0679461.10b.36a	1.0	0.9627906343763137	0.8768248017997765	778	923
tr|A0A4U1FEM0|A0A4U1FEM0_MONMO	HOG:D0631472.4b	1.0	0.9999915919169902	0.9999915919169902	229	999
tr|A0A4U1FEY0|A0A4U1FEY0_MONMO	HOG:D0610623	1.0	0.9995641637457826	0.9995641637457826	182	947
