!omamer-version: 2.0.4
!query-md5: 0ba3df64bec478a636fba2733128daa1
!date-run: 2024-10-16T09:35:19.332361
!db-path: DB/LUCA.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: LUCA
!db-info-database_hash: c259ac11f2fe04d44b5e031a6ec1b496
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A0A4U1FG98|A0A4U1FG98_MONMO	HOG:E0806055.8a.13b.3a.6b.8b	Gnathostomata	2066.2006769406435	391	0.9974366119094437	0.9897952384261741	97	398	427	0.9974811083123426
tr|A0A4U1FGW9|A0A4U1FGW9_MONMO	HOG:E0802348.9g.47a.20d.16c.15c.28c.18c	Boreoeutheria	1384.6737622633177	336	0.860157534844091	0.4210519735921904	40	398	336	0.947103274559194
tr|A0A4U1FH48|A0A4U1FH48_MONMO	HOG:E0771038.1a.1b.5b.1a	Boreoeutheria	700.0370692051257	108	0.9473101484143673	0.3333330195143305	3	120	190	1.0
tr|A0A4U1FHH8|A0A4U1FHH8_MONMO	HOG:E0761899	Bilateria	6231.21026256924	1109	0.9718657692828646	0.9719452070246589	1109	1147	1180	1.0
tr|A0A4U1FJR9|A0A4U1FJR9_MONMO	HOG:E0780055.1b.2b	Vertebrata	519.8018617313884	95	0.458483412033837	0.24832168983686473	37	213	209	0.7075471698113207
tr|A0A4U1FK45|A0A4U1FK45_MONMO	HOG:E0732443	Mammalia	547.664279396426	80	0.3668739943508049	0.3669719475753676	80	224	99	0.6860986547085202
tr|A0A4U1FKK4|A0A4U1FKK4_MONMO	HOG:E0792959.5e.34b	Artiodactyla	1270.1536909328668	292	1.0	0.9999999554454503	7	298	298	1.0
tr|A0A4U1FKZ8|A0A4U1FKZ8_MONMO	HOG:E0732650	Amniota	13332.210957723672	2806	0.946322586333696	0.9466609483689672	2806	2985	2956	1.0
tr|A0A4U1FL52|A0A4U1FL52_MONMO	HOG:E0763555.1a.1c.4a.1b	Euteleostomi	1835.8479796967142	318	0.802710078579641	0.28440346826071944	31	402	328	1.0
tr|A0A4U1FMM0|A0A4U1FMM0_MONMO	HOG:E0815645.3c.12a	Euteleostomi	907.6768601393746	209	0.7933267286967995	0.731339498059653	147	269	256	0.8768656716417911
tr|A0A4U1FN91|A0A4U1FN91_MONMO	HOG:E0792962.6f.19a.47a	Amniota	205.35168884594174	59	0.8920646506651612	0.6956514991376156	16	72	324	1.0
tr|A0A4U1FNB6|A0A4U1FNB6_MONMO	HOG:E0746901	Gnathostomata	3084.4576155476047	520	0.9505352988290999	0.9506286640985375	520	553	552	1.0
tr|A0A4U1FP43|A0A4U1FP43_MONMO	HOG:E0755187.2b	Amniota	891.7460017366558	128	0.4367580065573763	0.43685892436974877	128	302	233	0.6112956810631229
tr|A0A4U1FP48|A0A4U1FP48_MONMO	HOG:E0892225	g__Streptomyces	22.247352666974784	109	0.15062674267967466	0.14145127853448136	64	458	470	0.8512035010940919
tr|A0A4U1FP59|A0A4U1FP59_MONMO	HOG:E0747090	Gnathostomata	32.43348774929884	16	0.0867933118560464	N/A	N/A	186	743	0.8810810810810811
tr|A0A4U1FPS6|A0A4U1FPS6_MONMO	HOG:E0740155	Euteleostomi	483.42932593402986	62	0.712601098154272	0.7126425387913095	62	93	153	1.0
tr|A0A4U1FQ68|A0A4U1FQ68_MONMO	HOG:E1027386	LUCA	288.61600069564355	121	0.3397414818693333	0.30256867840001356	105	353	460	0.9772727272727273
tr|A0A4U1FQA8|A0A4U1FQA8_MONMO	HOG:E0802996.4b.9f.15c	Vertebrata	1199.5793057411709	286	0.790643517663354	0.11764661941235363	10	367	371	1.0
tr|A0A4U1FQT7|A0A4U1FQT7_MONMO	HOG:E0758635.1a	Vertebrata	2490.5597208107024	391	0.9353232925812597	0.8615340228721539	168	425	662	0.9363207547169812
tr|A0A4U1FS20|A0A4U1FS20_MONMO	HOG:E0793247.3f	Metazoa	1507.4728163702155	307	0.8666267767666037	0.8601087083806249	289	360	321	0.9888579387186629
tr|A0A4U1FS30|A0A4U1FS30_MONMO	HOG:E0746754.3b	Boreoeutheria	7923.538696421196	1838	0.792145947717383	0.5669601017837737	635	2328	1902	0.9978513107004727
tr|A0A4U1FSE2|A0A4U1FSE2_MONMO	HOG:E0789249.1b	Deuterostomia	289.53903737266097	77	0.28550263261776637	0.2615369353837018	68	274	376	0.7655677655677655
tr|A0A4U1FSI5|A0A4U1FSI5_MONMO	HOG:E1027403.9b.13b.20b.41b.20b	Simiiformes	1815.3985149377472	354	1.0	0.9999999741712755	2	360	360	1.0
tr|A0A4U1FTP2|A0A4U1FTP2_MONMO	HOG:E0807656.6b.12c.8a.27b	Artiodactyla	524.3143857253957	100	0.7457041187467773	0.1086955969650144	5	140	189	0.9064748201438849
tr|A0A4U1FTS9|A0A4U1FTS9_MONMO	HOG:E0778065.4b.3a	Boreoeutheria	1138.9362064098436	187	0.5596029447669204	0.3361695018303152	79	340	331	0.9528023598820059
tr|A0A4U1FUC1|A0A4U1FUC1_MONMO	HOG:E0780072.1a.3b.7a	Mammalia	501.0061534305605	104	0.5552031157249899	0.2095228606410427	22	193	380	0.9947916666666666
tr|A0A4V5P6S9|A0A4V5P6S9_MONMO	HOG:E0752375.2b.8a	Sarcopterygii	5264.884457611117	1006	0.9804131028926122	0.9747083866629042	771	1036	1040	0.9990338164251208
tr|A0A4V5P757|A0A4V5P757_MONMO	HOG:E1027414.2c.18b	Opisthokonta	575.009325544979	165	0.7297940432046696	0.5514568864197987	75	231	508	0.9826086956521739
tr|A0A4V5P7N8|A0A4V5P7N8_MONMO	HOG:E0727139	Eutheria	911.9286122337061	118	0.8251348273353504	0.8251741139163239	118	149	146	0.9797297297297297
tr|A0A4V5P7Z7|A0A4V5P7Z7_MONMO	HOG:E0772958.1a.1a	Sauria	925.6096808142931	120	1.0	0.9999999276795715	5	133	608	1.0
tr|A0A4V5P9U2|A0A4V5P9U2_MONMO	HOG:E0794976.1c.2a	Chordata	2868.828016007324	672	0.8878437659667175	0.8526224933706616	486	763	757	0.937007874015748
tr|A0A4V5P9Y2|A0A4V5P9Y2_MONMO	HOG:E0801597.10dj.277b.369b	Mammalia	657.7120698979161	265	0.8797722744254466	0.7619037765389217	112	305	333	1.0
tr|A0A4V5PB36|A0A4V5PB36_MONMO	HOG:E0789610.1a.2d	Bilateria	2246.740739165787	648	0.7916957422559688	0.7553290458447531	531	821	972	1.0
tr|A0A4V6WP97|A0A4V6WP97_MONMO	HOG:E0746184	Gnathostomata	2298.862925120199	303	0.8911402623593202	0.8911750232110854	303	346	391	0.8927536231884058
tr|A0A4U1EB02|A0A4U1EB02_MONMO	HOG:E0790576.1b.3e	Vertebrata	513.8915574521864	107	0.8622618143312321	0.855925276448775	101	130	730	1.0
tr|A0A4U1ECX8|A0A4U1ECX8_MONMO	HOG:E0761436.2b.7a.8b	Boreoeutheria	3037.266385548339	642	0.9622414042579488	0.8767753685936762	185	677	835	1.0
tr|A0A4U1EDQ3|A0A4U1EDQ3_MONMO	HOG:E0801484.10el.441ag.612a.513a.354b	Boreoeutheria	345.23226892057505	119	0.9660193111399304	0.6363634943056515	7	129	219	1.0
tr|A0A4U1EDR8|A0A4U1EDR8_MONMO	HOG:E0802507.7a.11e.9c.12b.19a	Gnathostomata	2547.420476421788	607	0.9900734590086154	0.9711532495103099	202	625	625	1.0
tr|A0A4U1EEC0|A0A4U1EEC0_MONMO	HOG:E0793506.1b.5a.3a.2b.15c	Eutheria	473.57897957708366	74	0.7870762393834043	0.26666651298575583	8	100	104	0.8888888888888888
tr|A0A4U1EEQ9|A0A4U1EEQ9_MONMO	HOG:E0809154.4c.23b.19b	Cetacea	900.1806178780034	220	0.9434911420976092	0.2499999725569802	5	239	361	1.0
tr|A0A4U1EEW3|A0A4U1EEW3_MONMO	HOG:E0754186.2a.2d	Sarcopterygii	1642.4973940748375	281	0.7550491489494883	0.7407377901318241	260	378	314	0.8753315649867374
tr|A0A4U1EFB3|A0A4U1EFB3_MONMO	HOG:E0801484.10fi.464c.634d.537a	Theria	141.55761253086513	75	0.5721643977381796	0.20547933776268854	15	133	218	0.9318181818181818
tr|A0A4U1EFB7|A0A4U1EFB7_MONMO	HOG:E0802729.7c.21a.25b	Mammalia	1703.5511730510286	361	0.9781499937931807	0.9090900819260065	80	375	370	1.0
tr|A0A4U1EFD9|A0A4U1EFD9_MONMO	HOG:E0726736	Eutheria	215.5390341141994	43	0.17520650145962896	0.17142683702972034	42	251	332	0.92
tr|A0A4U1EGE9|A0A4U1EGE9_MONMO	HOG:E0789435.2a.5b.9c	Eutheria	215.40180798413792	43	0.20059167641863268	0.11398940710719226	22	220	128	0.273972602739726
tr|A0A4U1EGW9|A0A4U1EGW9_MONMO	HOG:E0792940.6bca.561a.293c	Vertebrata	252.99084812951793	434	0.7653493613548036	0.5676845634735693	130	521	564	0.9903846153846154
tr|A0A4U1EHU5|A0A4U1EHU5_MONMO	HOG:E0793026.6x.52a.25h.33l	Gnathostomata	3304.408525130071	1020	1.0	0.9999984073362747	25	1026	1023	1.0
tr|A0A4U1EHV4|A0A4U1EHV4_MONMO	HOG:E0753948.1b	Euteleostomi	3891.5468224188826	588	0.9529478069317386	0.9356939430411556	422	623	593	0.9983922829581994
tr|A0A4U1EJ24|A0A4U1EJ24_MONMO	HOG:E0803704.2k.17a.23a	Sarcopterygii	3447.7749294775595	1038	0.8984989303392186	0.8311626300149346	576	1158	1080	0.9878997407087294
tr|A0A4U1EJJ4|A0A4U1EJJ4_MONMO	HOG:E0804434.5e.78a.70a.49b.18b	Mammalia	2054.7163720846943	492	1.0	0.9999996303263804	55	498	498	1.0
tr|A0A4U1EJU8|A0A4U1EJU8_MONMO	HOG:E0814633.1b.1a.4c.10a	Boreoeutheria	1632.7223409017258	353	0.8199626857048974	0.16494795543672336	16	436	676	0.9149425287356322
tr|A0A4U1EJV7|A0A4U1EJV7_MONMO	HOG:E0739598	Euteleostomi	3606.9561974267435	594	0.9251063496049471	0.9252269058227285	594	648	646	1.0
tr|A0A4U1EKG4|A0A4U1EKG4_MONMO	HOG:E0746763	Gnathostomata	1104.8406070334624	171	0.798907827286476	0.7990615730493723	171	220	225	1.0
tr|A0A4U1ELP5|A0A4U1ELP5_MONMO	HOG:E0779912.1a	Bilateria	637.2373616047104	97	0.8980599781473959	0.8735616957874944	76	114	114	1.0
tr|A0A4U1EM39|A0A4U1EM39_MONMO	HOG:E0728636	Eutheria	3426.71380556622	503	0.767815300704575	0.7679354143940084	503	661	483	0.8954545454545455
tr|A0A4U1EM80|A0A4U1EM80_MONMO	HOG:E0792971.6i.63a.49a	Vertebrata	454.44226731672103	135	0.9849620756868461	0.8888878134453719	16	143	302	0.9859154929577465
tr|A0A4U1EMC3|A0A4U1EMC3_MONMO	HOG:E0747113	Gnathostomata	4672.078965837856	743	0.97630823476845	0.976336673774412	743	767	766	1.0
tr|A0A4U1EN03|A0A4U1EN03_MONMO	HOG:E0781581.1d.12a	Eutheria	1552.9264174222976	279	0.7536204530272951	0.2155170751068963	25	376	285	0.7573333333333333
tr|A0A4U1ENP2|A0A4U1ENP2_MONMO	HOG:E0761339.3a.6a.4a	Eutheria	3152.534431716646	687	0.971461347368728	0.8804326623932721	162	713	821	0.9859550561797753
tr|A0A4U1ENQ2|A0A4U1ENQ2_MONMO	HOG:E0739178.2c	Tetrapoda	3669.6497551421357	573	0.9285992664047034	0.8174261990622248	197	623	594	0.9372990353697749
tr|A0A4U1ENS3|A0A4U1ENS3_MONMO	HOG:E0793315.3b.5c.10b	Amniota	1803.715768863456	400	0.985074061707364	0.8999985768372792	54	412	539	0.9975669099756691
tr|A0A4U1EPN3|A0A4U1EPN3_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	26	N/A	N/A
tr|A0A4U1EQ19|A0A4U1EQ19_MONMO	HOG:E0805196	Eukaryota	320.57281578088435	71	0.6442328402405884	0.6454378591299325	71	116	506	0.8869565217391304
tr|A0A4U1EQ28|A0A4U1EQ28_MONMO	HOG:E0793188.5a.10a.22b	Vertebrata	646.9666933711458	173	0.9391517840973062	0.8870907386663477	110	190	497	1.0
tr|A0A4U1ERM0|A0A4U1ERM0_MONMO	HOG:E0745635	Gnathostomata	404.0271741330657	79	0.5977997195464223	0.5984811362514177	79	138	472	0.6131386861313869
tr|A0A4U1ESE8|A0A4U1ESE8_MONMO	HOG:E0804281.7d.15j.13b	Vertebrata	1291.4612081207695	244	0.9529397415317958	0.872339213196158	82	262	262	1.0
tr|A0A4U1ESG2|A0A4U1ESG2_MONMO	HOG:E0792940.6vh.326g.135a	Deuterostomia	676.7313675385107	731	0.9707366744728017	0.9291016845582433	249	751	714	1.0
tr|A0A4U1ETP5|A0A4U1ETP5_MONMO	HOG:E0737787	Sarcopterygii	2087.095762813758	260	0.9420146486674162	0.9420278193403345	260	282	282	1.0
tr|A0A4U1EV37|A0A4U1EV37_MONMO	HOG:E0790506.1a	Bilateria	135.8699172683156	39	0.3227247472081045	0.2991419804770582	35	126	329	0.888
tr|A0A4U1EVB7|A0A4U1EVB7_MONMO	HOG:E0804048.8a	Vertebrata	2818.7606423171956	517	0.9884824070717351	0.97692110845141	254	530	532	0.9886578449905482
tr|A0A4U1EVE5|A0A4U1EVE5_MONMO	HOG:E0726643.2b.3a	Cetacea	2022.0948071851515	331	0.6657189812097344	0.3881578269364403	118	503	381	0.8824701195219123
tr|A0A4U1EW42|A0A4U1EW42_MONMO	HOG:E0749415.4b	Boreoeutheria	1498.9028749572701	274	0.6914063367593577	0.5461239886944562	148	402	322	0.8029925187032418
tr|A0A4U1EW51|A0A4U1EW51_MONMO	HOG:E1027269	LUCA	22.61046710330575	11	0.11894992405418443	N/A	N/A	97	146	0.4583333333333333
tr|A0A4U1EXY1|A0A4U1EXY1_MONMO	HOG:E0802229.5d.11a.21b	Chordata	2366.089565039612	525	1.0	0.9999973351213484	212	531	524	1.0
tr|A0A4U1EYH7|A0A4U1EYH7_MONMO	HOG:E0807705	Eukaryota	1764.2068736897984	385	0.9160555242668211	0.9166481765285055	385	426	449	1.0
tr|A0A4U1EYT6|A0A4U1EYT6_MONMO	HOG:E1028705.5k.12ag	Metazoa	2438.1372948130147	762	0.9892010604197017	0.984969796716038	590	776	772	1.0
tr|A0A4U1F0K9|A0A4U1F0K9_MONMO	HOG:E0752578.1b.4a.1b	Theria	3285.1172355968693	491	1.0	0.9999996900553058	34	497	497	1.0
tr|A0A4U1F142|A0A4U1F142_MONMO	HOG:E0746333	Gnathostomata	2434.166749916876	328	0.982026455698291	0.9820324009085212	328	340	340	1.0
tr|A0A4U1F2B3|A0A4U1F2B3_MONMO	HOG:E0802372.1b.1b.2c.7b	Eutheria	1248.6787095941233	196	0.9702552424203491	0.8799996003004881	44	208	200	0.9710144927536232
tr|A0A4U1F2I1|A0A4U1F2I1_MONMO	HOG:E0804555.2b.3b	Eumetazoa	152.2980313268374	46	0.2634646743518925	0.10884017580647054	16	179	298	0.7359550561797753
tr|A0A4U1F3F6|A0A4U1F3F6_MONMO	HOG:E0802221.7a.19e	Eumetazoa	1325.519559375163	306	0.9265691220635086	0.8953445347895165	231	336	351	0.991044776119403
tr|A0A4U1F3W5|A0A4U1F3W5_MONMO	HOG:E0758622.1f.13h.10a	Euteleostomi	3627.0699247039342	779	0.9948447122266579	0.9707097360475919	232	791	791	1.0
tr|A0A4U1F425|A0A4U1F425_MONMO	HOG:E0746154.1a	Euteleostomi	1776.9125277170062	253	0.9921504983147692	0.9913010585380202	228	261	260	1.0
tr|A0A4U1F4H9|A0A4U1F4H9_MONMO	HOG:E0805208.8d.34a.21a.7b	Eutheria	2216.66648727113	555	0.9715279186766215	0.9203962125938817	185	577	581	1.0
tr|A0A4U1F4K6|A0A4U1F4K6_MONMO	HOG:E0801998	Eukaryota	2602.740404071354	522	0.9089711283677948	0.9093901452356709	522	580	557	0.9827288428324698
tr|A0A4U1F5G3|A0A4U1F5G3_MONMO	HOG:E1027306.23a	Eutheria	631.7853164441503	122	0.9837949274212036	0.9259255087920251	25	130	286	0.9844961240310077
tr|A0A4U1F628|A0A4U1F628_MONMO	HOG:E0761040.3c.1a	Gnathostomata	1095.6995207771677	233	0.8464687521024188	0.8218560017376656	203	281	778	0.9928571428571429
tr|A0A4U1F699|A0A4U1F699_MONMO	HOG:E0728706.1a.1a	Artiodactyla	1467.6808119997588	264	0.46189807158301127	0.41634935110321236	219	577	621	0.9166666666666666
tr|A0A4U1F6D2|A0A4U1F6D2_MONMO	HOG:E0746372	Gnathostomata	1292.6629898261158	204	0.7498012109328008	0.7499949007640628	204	278	342	0.7906137184115524
tr|A0A4U1F6G0|A0A4U1F6G0_MONMO	HOG:E0747153	Gnathostomata	1420.5520856142748	214	0.6749194607103752	0.6750769142846116	214	323	232	0.6956521739130435
tr|A0A4U1F6N8|A0A4U1F6N8_MONMO	HOG:E0745687.3a	Boreoeutheria	4661.904320576621	832	0.8185265763354933	0.5947118302968422	270	1048	893	1.0
tr|A0A4U1F7B2|A0A4U1F7B2_MONMO	HOG:E0802191.3a.25a.21b.6c.8f	Amniota	1184.861196394761	228	1.0	0.9999994194994165	2	234	330	1.0
tr|A0A4U1F7S2|A0A4U1F7S2_MONMO	HOG:E0778613	Eumetazoa	6864.809358855758	1514	0.8882131303037774	0.8889826429884156	1514	1741	1713	1.0
tr|A0A4U1F804|A0A4U1F804_MONMO	HOG:E0756065.1g.16a.8a.5b	Artiodactyla	2525.6294274454617	480	0.8386764483549948	0.21487600012622748	26	579	516	0.8685121107266436
tr|A0A4U1FA04|A0A4U1FA04_MONMO	HOG:E0732402	Mammalia	1074.9571550802345	173	0.5070940558381851	0.5073294366247549	173	347	364	0.9508670520231214
tr|A0A4U1FA39|A0A4U1FA39_MONMO	HOG:E0758622.1f.13i	Gnathostomata	1124.789729634856	242	1.0	0.99999714980025	108	248	799	1.0
tr|A0A4U1FAA0|A0A4U1FAA0_MONMO	HOG:E0745783.1b	Tetrapoda	1956.659798096726	300	0.8425632665649347	0.8238965928670019	262	362	360	1.0
tr|A0A4U1FAC8|A0A4U1FAC8_MONMO	HOG:E1027314.6c.4a.9h.8c	Euteleostomi	656.6212413103318	161	0.6342852002905909	0.5601839021432949	121	259	171	0.7945736434108527
tr|A0A4U1FC98|A0A4U1FC98_MONMO	HOG:E0780026.1a.1a.1a	Gnathostomata	756.9793653787469	109	1.0	0.9999993491161423	40	115	244	1.0
tr|A0A4U1FCJ2|A0A4U1FCJ2_MONMO	HOG:E0793199.6b.11b	Gnathostomata	276.86249528998223	57	0.5867909716825016	0.11320752779826794	6	103	164	0.8333333333333334
tr|A0A4U1FDJ6|A0A4U1FDJ6_MONMO	HOG:E0746843.1b	Neopterygii	3164.561544303453	519	0.9885477872905102	0.45454355581134376	5	531	653	1.0
tr|A0A4U1FEJ7|A0A4U1FEJ7_MONMO	HOG:E0753137	Vertebrata	530.8060827443056	130	0.11482713152330355	0.11278718075250294	127	1148	423	0.7593722755013078
tr|A0A4U1FGB5|A0A4U1FGB5_MONMO	HOG:E0793219.7a.6b	Theria	2295.771192748814	400	0.9707940315029443	0.9111101286510025	123	418	419	1.0
tr|A0A4U1FGF3|A0A4U1FGF3_MONMO	HOG:E0780081.2b	Deuterostomia	1539.7940620788752	236	1.0	0.9999987282581768	146	242	238	1.0
tr|A0A4U1FHG9|A0A4U1FHG9_MONMO	HOG:E0748429.1b.3a	Artiodactyla	4030.4281560335885	635	0.9814237599070045	0.5999999641626448	18	658	656	1.0
tr|A0A4U1FHX4|A0A4U1FHX4_MONMO	HOG:E0794196.2b.6a.4a.2b.3b.1b	Eutheria	3030.9983463747653	779	0.7591170244674889	0.16610111990327475	49	1042	802	0.989433237271854
tr|A0A4U1FJZ5|A0A4U1FJZ5_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	79	N/A	N/A
tr|A0A4U1FLJ0|A0A4U1FLJ0_MONMO	HOG:E0730143	Theria	2396.58835328964	332	0.9650951425486074	0.9651154683706767	332	354	348	1.0
tr|A0A4U1FM30|A0A4U1FM30_MONMO	HOG:E0789149.1a.2a.4a	Sarcopterygii	2943.530281352799	530	0.8162513301364335	0.4711103888754019	106	659	632	0.8191489361702128
tr|A0A4U1FML6|A0A4U1FML6_MONMO	HOG:E0784067.1b	Theria	3711.13563565616	635	0.7944339036317777	0.7722161854035853	556	805	1110	0.8470149253731343
tr|A0A4U1FN66|A0A4U1FN66_MONMO	HOG:E0728746	Eutheria	1082.1509283678408	148	0.6270377294268172	0.6271176170531381	148	242	251	0.8008298755186722
tr|A0A4U1FN81|A0A4U1FN81_MONMO	HOG:E1033485.12b	Chordata	1944.8598675367466	554	0.8456414647930244	0.7780155615210907	354	659	579	0.9832826747720365
tr|A0A4U1FP98|A0A4U1FP98_MONMO	HOG:E0770199.2b.4b.5a	Euteleostomi	3034.4876105925546	474	0.9874810725096492	0.9622634086904256	153	486	484	1.0
tr|A0A4U1FQ74|A0A4U1FQ74_MONMO	HOG:E0802758.8a.18b.7a	Boreoeutheria	3698.048831253879	961	0.9374442098444675	0.859608061594155	398	1030	982	1.0
tr|A0A4U1FQZ5|A0A4U1FQZ5_MONMO	HOG:E0793751.2f.5a	Theria	1429.1130656743603	206	1.0	0.9999996716523396	60	212	212	1.0
tr|A0A4U1FR72|A0A4U1FR72_MONMO	HOG:E0747362.1c	Euteleostomi	1591.3101934959743	256	0.4381301786777455	0.11940274906465663	48	626	236	1.0
tr|A0A4U1FR77|A0A4U1FR77_MONMO	HOG:E0761889.3d	Gnathostomata	2598.0452409072873	572	0.9809512139873188	0.9680084872721356	333	589	1325	1.0
tr|A0A4U1FRB6|A0A4U1FRB6_MONMO	HOG:E0754005.1c	Gnathostomata	1123.601057672476	168	0.9654828895565659	0.9142835682415663	64	181	419	1.0
tr|A0A4U1FRK8|A0A4U1FRK8_MONMO	HOG:E0745867.2a.7b	Boreoeutheria	595.287483042334	103	0.9625293347539142	0.5454520168224156	6	113	954	0.9910714285714286
tr|A0A4U1FRZ1|A0A4U1FRZ1_MONMO	HOG:E0789453.1b.6b	Amniota	3381.6815576323734	711	0.8486827544978442	0.7165113838187759	321	843	958	0.9418052256532067
tr|A0A4U1FSQ2|A0A4U1FSQ2_MONMO	HOG:E0733996	Amniota	1055.5726065597194	163	0.6466383475645697	0.6468232301182693	163	263	278	0.8778625954198473
tr|A0A4U1FTK9|A0A4U1FTK9_MONMO	HOG:E0745809.4b	Boreoeutheria	10668.779924438943	2443	0.9541924797393934	0.88316131724734	892	2567	2597	1.0
tr|A0A4U1FTS1|A0A4U1FTS1_MONMO	HOG:E0756108.2a.2b.2a	Boreoeutheria	6768.877809378771	1166	0.9193807893346054	0.7392381539780288	292	1274	1220	0.9968578161822467
tr|A0A4U1FTT3|A0A4U1FTT3_MONMO	HOG:E0778256.1a	Bilateria	3426.8592829544327	568	0.8669761596396119	0.861020044152073	539	666	592	1.0
tr|A0A4U1FY05|A0A4U1FY05_MONMO	HOG:E0815929.6a	Boreoeutheria	1355.9564916428956	295	0.9512262899678192	0.7580636350466673	47	316	509	1.0
tr|A0A4U1FZC5|A0A4U1FZC5_MONMO	HOG:E0811297	Eukaryota	2526.0001503824615	492	0.8844466673585722	0.8848815921201654	492	562	474	1.0
tr|A0A4V5P5B9|A0A4V5P5B9_MONMO	HOG:E0807589.5c.17a.12d.17b.21c.11a	Cetacea	696.7956589505012	170	0.9882010849667665	0.59999998288847	9	178	426	0.9887005649717514
tr|A0A4V5P5H4|A0A4V5P5H4_MONMO	HOG:E0732739	Amniota	1249.5215689136364	198	0.40554333982579127	0.3504083735140482	171	625	320	0.844551282051282
tr|A0A4V5P5R5|A0A4V5P5R5_MONMO	HOG:E0801907	Eukaryota	154.22180660582356	47	0.21646181151289437	0.20464482894172883	44	221	156	0.42727272727272725
tr|A0A4V5P7L8|A0A4V5P7L8_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	66	N/A	N/A
tr|A0A4V5P802|A0A4V5P802_MONMO	HOG:E0759999	Deuterostomia	3287.4628240662896	746	0.49781741698257964	0.49931493562684587	746	1501	1391	1.0
tr|A0A4V5P8U7|A0A4V5P8U7_MONMO	HOG:E0780685.2b.11c.9b.14b	Theria	5121.622056434923	1064	0.8201707169168985	0.31865142399533947	246	1413	521	0.9992917847025495
tr|A0A4V5PAL5|A0A4V5PAL5_MONMO	HOG:E1027819.2aa.52bo.165b.108b.109b.102b.125c.92b.68b.32b	Tetrapoda	550.6059802567502	139	0.971592063546017	0.4999998866764712	4	149	199	1.0
tr|A0A4V5PAQ5|A0A4V5PAQ5_MONMO	HOG:E0794303.3afd.376b.236a	Boreoeutheria	409.9345093684912	198	0.5962943226661171	0.4234228845716582	94	329	265	0.9359756097560976
tr|A0A4U1EAW5|A0A4U1EAW5_MONMO	HOG:E0732667	Amniota	216.5401635914746	34	0.38622810537389035	0.3749992209410969	33	94	318	0.9247311827956989
tr|A0A4U1EBE7|A0A4U1EBE7_MONMO	HOG:E0759663	Deuterostomia	674.9283775537402	126	0.7870218385588253	0.7624913125085099	122	166	441	0.9151515151515152
tr|A0A4U1EBV8|A0A4U1EBV8_MONMO	HOG:E0775882.4a.6b.2a	Balaenoptera musculus	1772.8219813871292	292	0.85360096978486	0.14999999160566452	9	353	504	0.96875
tr|A0A4U1ECS2|A0A4U1ECS2_MONMO	HOG:E0717460.4b	Artiodactyla	352.022518179958	47	0.6619151008236954	0.4893616159242915	23	77	149	0.881578947368421
tr|A0A4U1ECW8|A0A4U1ECW8_MONMO	HOG:E0786265.1b	Chordata	4601.515066214412	859	0.9716036240789714	0.9713742026355217	849	890	1824	1.0
tr|A0A4U1EDS5|A0A4U1EDS5_MONMO	HOG:E0724470	Boreoeutheria	2530.0349336979803	424	0.5620100192005936	0.5623294437126231	424	760	1021	0.9696969696969697
tr|A0A4U1EE24|A0A4U1EE24_MONMO	HOG:E0726789	Eutheria	6338.432515050887	943	0.9515169674560275	0.9515580585974003	943	997	991	0.998995983935743
tr|A0A4U1EEC3|A0A4U1EEC3_MONMO	HOG:E0755447.3b	Vertebrata	1097.5801375891028	231	0.5778685413678649	0.37078511047988283	99	405	263	0.6014851485148515
tr|A0A4U1EED3|A0A4U1EED3_MONMO	HOG:E1027819.2z	Eukaryota	94.29783762362635	30	0.7861928993200231	0.11111109593673546	1	44	182	1.0
tr|A0A4U1EF82|A0A4U1EF82_MONMO	HOG:E0736517	Tetrapoda	1651.6902879778709	223	0.9737857864493721	0.9737956429883358	223	235	240	1.0
tr|A0A4U1EFC4|A0A4U1EFC4_MONMO	HOG:E0761123.2a.4a.1a.1a	Eutheria	2109.795696919579	354	0.977850910737149	0.6521731184873404	15	368	796	1.0
tr|A0A4U1EFG3|A0A4U1EFG3_MONMO	HOG:E1027592.5c	Opisthokonta	92.65597748816174	59	0.22549330326651523	0.15545572381851253	37	252	335	0.9123505976095617
tr|A0A4U1EGS0|A0A4U1EGS0_MONMO	HOG:E0730181	Theria	752.0493503054323	94	0.6064126165368109	0.6064510850286685	94	161	118	0.73125
tr|A0A4U1EGW0|A0A4U1EGW0_MONMO	HOG:E1027275	LUCA	363.6451199951276	103	0.32540968068804094	0.308904160080672	97	320	263	0.48589341692789967
tr|A0A4U1EGW4|A0A4U1EGW4_MONMO	HOG:E0732462	Mammalia	3778.196094546503	531	0.9234327439043545	0.9234741250450526	531	581	568	0.996551724137931
tr|A0A4U1EIM5|A0A4U1EIM5_MONMO	HOG:E0731850	Mammalia	3133.6211263092255	478	0.7951903275363036	0.7953374256479504	478	607	534	1.0
